Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
36664,3/6/2021 6:25,Books,404,5,1950,Cash,22,1,Scott Calhoun,22,Female,1
36664,4/9/2020 9:11,Electronics,437,5,2968,Crypto,22,0,Scott Calhoun,22,Female,1
36664,11/11/2020 3:59,Electronics,445,4,2773,Cash,22,0,Scott Calhoun,22,Female,1
36664,7/19/2023 2:29,Books,340,5,965,Credit Card,22,0,Scott Calhoun,22,Female,1
36664,12/23/2020 17:03,Clothing,100,4,3013,Crypto,22,0,Scott Calhoun,22,Female,1
36664,3/28/2020 23:47,Electronics,409,3,2025,PayPal,22,1,Scott Calhoun,22,Female,1
36664,4/21/2021 12:42,Clothing,86,1,3670,PayPal,22,1,Scott Calhoun,22,Female,1
36664,9/16/2022 15:43,Electronics,354,2,1457,Credit Card,22,0,Scott Calhoun,22,Female,1
36664,12/3/2022 15:32,Home,250,2,2197,Credit Card,22,0,Scott Calhoun,22,Female,1
23703,7/7/2022 6:26,Books,449,4,4067,PayPal,19,0,Gregory Bolton,19,Female,1
23703,4/18/2021 7:03,Clothing,80,4,4371,Credit Card,19,0,Gregory Bolton,19,Female,1
23703,2/18/2020 8:14,Home,158,4,2876,Credit Card,19,0,Gregory Bolton,19,Female,1
23703,11/30/2020 5:18,Clothing,450,3,4174,PayPal,19,1,Gregory Bolton,19,Female,1
6089,11/28/2020 4:50,Home,215,2,4781,Credit Card,49,0,Megan Reed,49,Male,0
6089,1/24/2020 5:58,Books,151,3,2570,Cash,49,1,Megan Reed,49,Male,0
6089,1/10/2022 22:12,Clothing,92,3,265,PayPal,49,0,Megan Reed,49,Male,0
6089,5/23/2023 18:03,Books,46,4,4767,Credit Card,49,0,Megan Reed,49,Male,0
6089,5/27/2022 0:39,Electronics,69,2,936,Crypto,49,1,Megan Reed,49,Male,0
6089,10/4/2020 3:37,Home,417,4,3034,Cash,49,0,Megan Reed,49,Male,0
6089,2/14/2021 23:03,Books,349,3,2875,PayPal,49,1,Megan Reed,49,Male,0
6089,2/17/2022 18:29,Books,153,3,619,PayPal,49,0,Megan Reed,49,Male,0
6089,6/13/2021 3:23,Clothing,450,5,3578,Credit Card,49,1,Megan Reed,49,Male,0
6089,9/21/2020 22:45,Electronics,56,3,2959,Credit Card,49,1,Megan Reed,49,Male,0
34085,6/20/2020 23:00,Electronics,289,5,3666,Cash,63,0,John White,63,Male,0
34085,1/31/2021 15:39,Books,462,3,789,Credit Card,63,0,John White,63,Male,0
34085,3/21/2021 11:49,Books,16,3,3357,Cash,63,0,John White,63,Male,0
34085,11/27/2022 13:42,Electronics,88,3,1468,Cash,63,0,John White,63,Male,0
34085,5/17/2022 1:51,Home,71,2,2712,Credit Card,63,0,John White,63,Male,0
43154,8/4/2020 5:06,Books,432,1,3877,Cash,41,1,Dwayne Shelton,41,Female,1
43154,9/26/2022 16:35,Books,393,1,1388,Credit Card,41,1,Dwayne Shelton,41,Female,1
43154,6/14/2020 12:00,Books,184,3,3554,Credit Card,41,1,Dwayne Shelton,41,Female,1
43154,1/30/2022 4:49,Books,103,5,3664,Crypto,41,0,Dwayne Shelton,41,Female,1
43154,12/7/2022 15:54,Home,118,3,2854,Cash,41,0,Dwayne Shelton,41,Female,1
24260,10/9/2020 0:41,Electronics,485,2,1317,Cash,27,0,Linda Williams,27,Male,0
24260,8/13/2021 23:45,Clothing,416,3,2937,PayPal,27,1,Linda Williams,27,Male,0
24260,2/15/2021 0:42,Clothing,334,5,409,Credit Card,27,0,Linda Williams,27,Male,0
24260,9/17/2020 10:24,Books,413,4,2524,Credit Card,27,0,Linda Williams,27,Male,0
24260,9/21/2022 4:46,Electronics,492,5,4220,PayPal,27,1,Linda Williams,27,Male,0
24260,12/14/2020 8:46,Electronics,12,3,303,PayPal,27,0,Linda Williams,27,Male,0
24260,5/27/2021 17:49,Books,198,4,707,Cash,27,0,Linda Williams,27,Male,0
24260,6/11/2022 16:02,Home,375,3,986,Credit Card,27,0,Linda Williams,27,Male,0
24260,6/18/2020 20:09,Clothing,38,3,2774,Credit Card,27,0,Linda Williams,27,Male,0
24260,10/1/2021 2:54,Books,196,5,3607,Credit Card,27,1,Linda Williams,27,Male,0
24260,11/22/2021 19:53,Clothing,489,3,671,PayPal,27,0,Linda Williams,27,Male,0
24260,3/15/2021 10:10,Books,414,5,2327,Crypto,27,0,Linda Williams,27,Male,0
15269,8/23/2023 14:14,Clothing,341,3,2152,PayPal,59,1,Amanda Davis,59,Female,0
15269,12/1/2021 12:39,Home,314,2,3112,Credit Card,59,1,Amanda Davis,59,Female,0
15269,12/14/2021 21:46,Clothing,20,5,1996,Credit Card,59,0,Amanda Davis,59,Female,0
15269,10/25/2022 6:14,Electronics,353,4,3738,Cash,59,1,Amanda Davis,59,Female,0
15269,7/23/2021 16:14,Books,346,4,3748,Credit Card,59,0,Amanda Davis,59,Female,0
15269,11/9/2021 12:46,Home,322,5,1900,PayPal,59,0,Amanda Davis,59,Female,0
15269,10/4/2022 2:17,Home,430,5,1942,PayPal,59,0,Amanda Davis,59,Female,0
5241,4/17/2021 15:48,Books,84,2,2262,Credit Card,30,0,Gina Pratt,30,Male,1
5241,10/10/2021 7:54,Electronics,370,3,1389,Crypto,30,1,Gina Pratt,30,Male,1
5241,11/15/2021 9:12,Home,355,3,1626,Credit Card,30,1,Gina Pratt,30,Male,1
5241,9/2/2022 8:39,Clothing,55,2,1711,Crypto,30,1,Gina Pratt,30,Male,1
5241,8/1/2022 12:11,Electronics,325,1,373,PayPal,30,1,Gina Pratt,30,Male,1
3443,1/13/2020 22:41,Clothing,270,3,4366,PayPal,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,12/19/2020 9:21,Electronics,384,1,2388,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,1/5/2021 2:45,Electronics,53,2,1572,Cash,52,0,Dr. Hunter Liu Jr.,52,Female,1
3443,9/11/2020 22:17,Electronics,168,4,3004,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,5/15/2023 12:34,Books,425,4,2386,PayPal,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,5/4/2021 14:09,Electronics,243,2,1768,PayPal,52,0,Dr. Hunter Liu Jr.,52,Female,1
3443,6/4/2020 23:22,Electronics,428,3,1344,Credit Card,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,2/13/2021 12:45,Books,108,5,3635,Cash,52,1,Dr. Hunter Liu Jr.,52,Female,1
3443,2/13/2021 1:23,Electronics,56,1,1040,Credit Card,52,0,Dr. Hunter Liu Jr.,52,Female,1
47413,3/6/2022 16:11,Electronics,489,2,3657,PayPal,61,0,Elizabeth Brown,61,Male,1
47413,1/3/2023 11:48,Clothing,114,3,5143,Credit Card,61,0,Elizabeth Brown,61,Male,1
47413,2/23/2022 2:28,Books,87,1,422,Credit Card,61,1,Elizabeth Brown,61,Male,1
47413,1/9/2021 16:55,Home,258,5,704,PayPal,61,0,Elizabeth Brown,61,Male,1
47413,6/17/2022 18:26,Electronics,137,2,2056,Crypto,61,0,Elizabeth Brown,61,Male,1
47413,2/9/2023 1:25,Electronics,465,3,628,Cash,61,1,Elizabeth Brown,61,Male,1
47413,8/12/2023 19:34,Clothing,111,5,618,Crypto,61,0,Elizabeth Brown,61,Male,1
47413,5/29/2022 18:13,Clothing,32,5,2661,Credit Card,61,0,Elizabeth Brown,61,Male,1
39920,10/6/2022 12:40,Home,122,2,1591,PayPal,38,1,Andrew Zimmerman,38,Female,0
39920,7/28/2023 2:33,Books,346,4,4375,Credit Card,38,1,Andrew Zimmerman,38,Female,0
39920,3/5/2020 10:15,Electronics,150,5,390,PayPal,38,0,Andrew Zimmerman,38,Female,0
39920,10/20/2020 22:07,Clothing,127,3,1171,Cash,38,0,Andrew Zimmerman,38,Female,0
39920,4/6/2022 20:21,Home,37,1,332,Cash,38,0,Andrew Zimmerman,38,Female,0
39920,6/28/2021 9:10,Clothing,419,1,2515,Crypto,38,0,Andrew Zimmerman,38,Female,0
39920,5/8/2020 13:00,Clothing,383,3,897,Credit Card,38,1,Andrew Zimmerman,38,Female,0
39920,12/29/2021 22:58,Books,398,2,5152,Credit Card,38,0,Andrew Zimmerman,38,Female,0
45933,2/4/2023 5:38,Home,396,2,3092,PayPal,23,0,Corey Barajas,23,Female,0
45933,8/19/2021 22:54,Books,155,4,3944,Crypto,23,0,Corey Barajas,23,Female,0
45933,5/19/2021 5:01,Clothing,35,5,4714,Crypto,23,1,Corey Barajas,23,Female,0
45933,4/15/2021 21:40,Books,202,3,4116,Crypto,23,1,Corey Barajas,23,Female,0
45933,3/11/2020 13:25,Home,291,3,3056,Crypto,23,0,Corey Barajas,23,Female,0
45933,10/21/2022 10:27,Home,484,4,2950,Cash,23,0,Corey Barajas,23,Female,0
45933,1/28/2020 6:44,Clothing,49,3,423,Credit Card,23,0,Corey Barajas,23,Female,0
8969,3/7/2023 2:16,Books,382,5,2134,Credit Card,28,1,Brian Salas,28,Female,1
8969,4/1/2022 6:55,Clothing,414,3,5124,PayPal,28,0,Brian Salas,28,Female,1
44809,11/11/2020 19:41,Home,425,3,3669,PayPal,30,0,David Vincent,30,Male,0
44809,7/22/2022 17:39,Clothing,113,1,2216,Crypto,30,0,David Vincent,30,Male,0
44809,3/27/2022 12:11,Clothing,95,1,620,Cash,30,0,David Vincent,30,Male,0
44809,8/21/2022 21:23,Home,349,2,3950,Credit Card,30,1,David Vincent,30,Male,0
44809,8/29/2022 1:49,Clothing,238,1,1548,Crypto,30,0,David Vincent,30,Male,0
44809,3/21/2020 15:39,Clothing,209,1,4516,Credit Card,30,0,David Vincent,30,Male,0
6163,9/21/2020 22:01,Home,424,3,544,Credit Card,30,0,Jennifer Klein,30,Male,0
6163,6/30/2022 18:37,Clothing,36,2,3736,Cash,30,1,Jennifer Klein,30,Male,0
6163,2/4/2023 11:49,Books,488,2,647,Cash,30,0,Jennifer Klein,30,Male,0
6163,3/1/2022 12:33,Books,25,3,4216,PayPal,30,0,Jennifer Klein,30,Male,0
6163,4/25/2023 10:29,Books,155,1,1861,PayPal,30,0,Jennifer Klein,30,Male,0
2919,11/23/2022 8:01,Books,214,4,2023,PayPal,39,0,Brian Ward,39,Male,0
2919,11/5/2021 19:51,Books,493,1,4682,Credit Card,39,0,Brian Ward,39,Male,0
2919,1/31/2020 12:11,Home,291,3,4768,PayPal,39,0,Brian Ward,39,Male,0
2919,1/1/2023 18:37,Books,315,1,1974,PayPal,39,1,Brian Ward,39,Male,0
2919,4/4/2020 3:45,Home,435,1,3254,Cash,39,1,Brian Ward,39,Male,0
2919,8/28/2022 6:12,Books,430,3,1777,PayPal,39,0,Brian Ward,39,Male,0
2919,12/2/2021 5:29,Books,209,4,4527,Credit Card,39,1,Brian Ward,39,Male,0
2919,10/23/2021 12:16,Books,381,1,1903,Credit Card,39,0,Brian Ward,39,Male,0
2919,7/2/2020 17:27,Books,333,3,4851,PayPal,39,0,Brian Ward,39,Male,0
2919,8/20/2021 12:58,Clothing,140,2,2268,Cash,39,0,Brian Ward,39,Male,0
33320,5/17/2022 8:08,Home,450,3,4899,Credit Card,21,0,Laura Vance,21,Male,1
33320,6/7/2021 12:22,Electronics,495,5,2153,PayPal,21,1,Laura Vance,21,Male,1
33320,9/13/2022 8:28,Books,87,5,3926,PayPal,21,0,Laura Vance,21,Male,1
33320,3/31/2020 0:48,Clothing,224,1,1108,Credit Card,21,1,Laura Vance,21,Male,1
33320,7/5/2020 19:40,Books,480,1,2993,Credit Card,21,0,Laura Vance,21,Male,1
33320,9/20/2020 18:23,Books,380,3,2878,PayPal,21,1,Laura Vance,21,Male,1
33320,7/31/2023 21:39,Clothing,205,5,442,Credit Card,21,0,Laura Vance,21,Male,1
33320,12/30/2021 23:46,Electronics,296,5,1255,Crypto,21,1,Laura Vance,21,Male,1
33320,6/12/2021 22:22,Clothing,421,4,661,Credit Card,21,1,Laura Vance,21,Male,1
33320,5/26/2020 10:08,Home,420,2,634,Credit Card,21,1,Laura Vance,21,Male,1
19284,6/19/2023 16:19,Clothing,269,4,922,Credit Card,59,0,Lindsey Stewart,59,Female,0
19284,4/16/2022 7:48,Books,261,4,3193,Cash,59,1,Lindsey Stewart,59,Female,0
19284,1/14/2022 14:39,Clothing,255,2,4548,Cash,59,0,Lindsey Stewart,59,Female,0
19284,5/6/2021 6:25,Books,346,3,2667,Credit Card,59,1,Lindsey Stewart,59,Female,0
19284,7/2/2022 5:53,Clothing,354,4,4623,Credit Card,59,0,Lindsey Stewart,59,Female,0
38226,2/12/2020 7:00,Electronics,311,3,3750,Credit Card,46,0,Edward Mejia,46,Female,0
38226,2/22/2021 18:39,Clothing,493,5,2214,Crypto,46,1,Edward Mejia,46,Female,0
38226,7/6/2020 1:22,Clothing,443,5,2729,PayPal,46,0,Edward Mejia,46,Female,0
38226,9/22/2021 19:38,Clothing,468,3,4398,Cash,46,1,Edward Mejia,46,Female,0
38226,6/19/2021 0:48,Books,253,2,3034,PayPal,46,1,Edward Mejia,46,Female,0
38226,11/30/2021 6:57,Clothing,318,1,279,Credit Card,46,1,Edward Mejia,46,Female,0
7547,12/3/2021 0:52,Home,404,3,1913,PayPal,43,0,Christina Miller,43,Male,0
7547,2/26/2020 0:34,Electronics,103,4,4895,PayPal,43,1,Christina Miller,43,Male,0
7547,3/2/2023 4:57,Electronics,49,1,4400,PayPal,43,0,Christina Miller,43,Male,0
7547,2/19/2020 18:00,Home,428,4,1427,PayPal,43,1,Christina Miller,43,Male,0
7547,1/14/2023 20:57,Clothing,376,5,289,Credit Card,43,1,Christina Miller,43,Male,0
7547,5/23/2020 16:06,Electronics,122,1,5008,Credit Card,43,0,Christina Miller,43,Male,0
7547,4/29/2022 6:03,Home,442,5,2206,PayPal,43,1,Christina Miller,43,Male,0
7547,4/20/2021 4:26,Home,314,5,3146,Credit Card,43,0,Christina Miller,43,Male,0
7547,12/11/2021 20:06,Home,409,1,2122,Credit Card,43,0,Christina Miller,43,Male,0
18196,10/13/2022 4:34,Clothing,358,3,5080,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,6/12/2023 22:25,Home,182,5,936,PayPal,37,0,Stacy Rowland,37,Male,0
18196,3/5/2022 10:44,Electronics,243,2,3453,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,9/2/2020 10:47,Books,185,4,3206,Credit Card,37,1,Stacy Rowland,37,Male,0
18196,5/24/2023 21:33,Books,354,5,1366,Crypto,37,1,Stacy Rowland,37,Male,0
18196,7/10/2023 15:42,Clothing,460,1,312,Credit Card,37,0,Stacy Rowland,37,Male,0
14162,4/8/2020 13:24,Home,81,3,1761,Cash,34,1,Danielle Davis,34,Male,0
14162,12/13/2020 16:16,Electronics,266,4,3875,Credit Card,34,1,Danielle Davis,34,Male,0
14162,2/3/2023 23:53,Electronics,262,3,3768,Credit Card,34,0,Danielle Davis,34,Male,0
14162,6/14/2022 6:18,Electronics,401,3,3669,Credit Card,34,0,Danielle Davis,34,Male,0
14162,3/24/2020 12:14,Books,489,4,2681,PayPal,34,0,Danielle Davis,34,Male,0
14162,6/6/2021 23:03,Books,371,2,2574,Credit Card,34,0,Danielle Davis,34,Male,0
8626,3/8/2023 4:08,Clothing,41,3,4198,Crypto,22,1,Ralph Flores,22,Male,0
8626,9/8/2020 16:04,Clothing,40,1,372,Credit Card,22,1,Ralph Flores,22,Male,0
8626,1/6/2022 8:33,Clothing,33,3,2800,Credit Card,22,0,Ralph Flores,22,Male,0
8626,11/5/2020 10:42,Books,451,4,3949,Crypto,22,0,Ralph Flores,22,Male,0
8626,7/6/2023 10:07,Clothing,449,2,3482,Crypto,22,0,Ralph Flores,22,Male,0
8626,3/13/2020 4:37,Books,498,5,367,PayPal,22,1,Ralph Flores,22,Male,0
8626,1/10/2022 3:25,Clothing,74,3,4807,PayPal,22,0,Ralph Flores,22,Male,0
